id,name,description,price,manufacturer,group_id,original_id
1917,Nintendo DS Lite Metallic Silver Portable Gaming System - NDSUSGSVB,Nintendo DS Lite Metallic Silver Portable Gaming System - NDSUSGSVB/ Dual 3' TFT Color LCD Touchscreens/ Slimmer Design/ Dual Slot Compatibility (DS Lite/Game Boy Advance Game Paks)/ Twin Ultra Bright LCD Screens/ Up To 19 Hours Continuous Gameplay/ Nintendo Wi-Fi Connection/ Impressive 3D Graphics/ Dual Stereo Speakers/ Metallic Silver Finish,$139.00,,948,37497
1918,Nintendo DS Lite (Metallic Rose) - USGSZPB,,,Nintendo Of America,949,208043057
1919,Nintendo DS Lite Metallic Rose Portable Gaming System - NDSUSGSZPB,Nintendo DS Lite Metallic Rose Portable Gaming System - NDSUSGSZPB/ Dual 3' TFT Color LCD Touchscreens/ Slimmer Design/ Dual Slot Compatibility (DS Lite/Game Boy Advance Game Paks)/ Twin Ultra Bright LCD Screens/ Up To 19 Hours Continuous Gameplay/ Nintendo Wi-Fi Connection/ Impressive 3D Graphics/ Dual Stereo Speakers/ Metallic Rose Finish,$139.00,,949,37499
1920,Case Logic Vertical Universal Leather BlackBerry Case - CLP104BB,Case Logic Vertical Universal Leather BlackBerry Case - CLP104BB/ 360 Degree Swivel Belt Clip/ Magnetic Closure/ Soft Internal Lining/ Expandable Elastic Sides/ Compatible With Most BlackBerrys/ Leather Fabric/ Black Finish,$15.00,,950,37531
1921,Case Logic Universal Vertical PDA Leather Pouch - CLP104BB,Leather,$9.99,Case Logic,950,204226641
1922,Sony BDP-S550 - Blu-ray DVD Player,,$322.70,Sony,951,208670548
1923,Sony Blu-Ray Disc Player - BDPS550,Sony Blu-Ray Disc Player - BDPS550/ Decode Dolby TrueHD And dts HD Internally/ Full HD 1080 Video Output/ 24p True Cinema/ DVD Upscaling To 1080p Via HDMI/ BRAVIA Theatre Sync (HDMI-CEC)/ BD/DVD/CD Playback And AVCHD With x.v. Color Output/ Dolby Digital Plus Decoding/ Backlit Remote/ Glass Front Finish,,,951,37539
1924,Nintendo DS Lite Crimson/Black Portable Gaming System - NDSUSGSRMKB,Nintendo DS Lite Crimson/Black Portable Gaming System - NDSUSGSRMKB/ Dual 3' TFT Color LCD Touchscreens/ Slimmer Design/ Dual Slot Compatibility (DS Lite/Game Boy Advance Game Paks)/ Twin Ultra Bright LCD Screens/ Up To 19 Hours Continuous Gameplay/ Nintendo Wi-Fi Connection/ Impressive 3D Graphics/ Dual Stereo Speakers/ Crimson/Black Finish,$139.00,,952,37558
1925,Nintendo DS Lite (Crimson & Black) - USGSRMKB,,,Nintendo Of America,952,205690063
1926,BlueAnt Bluetooth Voice Control Headset - V1,BlueAnt Bluetooth Voice Control Headset - V1/ Voice Control User Interface/ Voice Isolation Technology/ Dual Microphones/ Pairs With Up To 8 Bluetooth Devices/ Up To 5 Hours Talk-Time/ 3 Charging Options,$119.00,,953,37589
1927,BLUEANT BLUETOOTH HS DUAL MIC NIC - 091004,,$99.99,BlueAnt,953,209085184
1928,Netgear ProSafe GS105 Ethernet Switch - GS105NA,NETGEAR ProSafe 5 Port Gigabit Desktop Switch,,Netgear,954,10353206
1929,Netgear Prosafe 5 Port Gigabit Ethernet Desktop Switch - GS105NA,Netgear Prosafe 5 Port Gigabit Ethernet Desktop Switch - GS105NA/ Auto-Switching Ethernet Connection/ Supports Windows And Macintosh Platforms/ Dual Color LEDs/ AutoUplink Technology/ Compact Metal Case/ Fanless Design/ Plug-And-Play Installation,$55.00,,954,37606
1930,Jabra Bluetooth Headset - BT2070,"Jabra Bluetooth Headset - BT2070/ Up To 5.5 Hours Talk Time/ Up To 200 Hours Standby Time/ Earhook Included/ Bluetooth 2.0+ EDR & eSCO Technology/ Auto-Pairing/ Discreet Light/ Answer/End, Redial And Voice Dial Features/ USB Micro-B, 5-Pin Charging Plug",$49.00,,955,37623
1931,Jabra BT2070 Bluetooth Headset - 100-92070000-02,,,Jabra,955,208809705
1932,Canon Printer Black Ink Cartridge - CLI221BLK,"Canon Printer Black Ink Cartridge - CLI221BLK/ FINE Technology For Exceptional Sharpness And Detail/ Compatible With PIXMA iP3600, PIXMA iP4600, PIXMA MP620 And PIXMA MP980",,,956,37646
1933,Canon CLI-221 Black Ink Cartridge - 2946B001,Black,$11.99,Canon,956,209122918
1934,Canon Printer Gray Ink Cartridge - CLI221GRY,"Canon Printer Gray Ink Cartridge - CLI221GRY/ FINE Technology For Exceptional Sharpness And Detail/ Compatible With PIXMA iP3600, PIXMA iP4600, PIXMA MP620 And PIXMA MP980",,,957,37648
1935,Canon CLI-221 Gray Ink Cartridge - 2950B001,Gray,$11.99,Canon,957,209122921
1936,Canon Printer Yellow Ink Cartridge - CLI221YEL,"Canon Printer Yellow Ink Cartridge - CLI221YEL/ FINE Technology For Exceptional Sharpness And Detail/ Compatible With PIXMA iP3600, PIXMA iP4600, PIXMA MP620 And PIXMA MP980",,,958,37650
1937,Canon CLI-221 Yellow Ink Cartridge - 2949B001,Yellow,$11.99,Canon,958,209122924
1938,Canon CLI-221 Color Ink 4-Pack (Black/ Cyan/ Magenta/ Yellow) - 2946B004,,$44.99,Canon,959,210254965
1939,Canon Printer Ink Cartridge 4 Colors Pack - 2946B004,"Canon Printer Ink Cartridge 4 Colors Pack - 2946B004/ FINE Technology For Exceptional Sharpness And Detail/ Compatible With PIXMA iP3600, PIXMA iP4600, PIXMA MP620 And PIXMA MP980/ Includes 4 Ink Tanks (Black, Cyan, Magenta, Yellow)",$47.00,,959,37652
1940,Canon PIXMA Photo All-In-One Printer - MP480,"Canon PIXMA Photo All-In-One Printer - MP480/ High Performance Printer, Copier And Scanner/ 1.8' TFT Display/ Maximum 2400 x 4800 Color Dpi/ Smart Scanning/ Quick Start/ Built-In Media Card Slot/ ENERGY STAR Qualified",$99.00,,960,37686
1941,Canon PIXMA MP480 Color Inkjet All-In-One Photo Printer - 2918B002,,,Canon,960,208893667
1942,Sanus VisionMount LT25-B1 Tilting Wall Mount,175 lb - Black,,Sanus,961,207899810
1943,Sanus 30' - 58' VisionMount Flat Panel TV Black Tilting Wall Mount - LT25B1,Sanus 30' - 58' VisionMount Flat Panel TV Black Tilting Wall Mount - LT25B1/ Lateral Shift Adjustment/ Virtual Axis/ Height and Level Adjustments/ ClickStand/ ClickFit System/ Open Wall Plate/ Black Finish,$199.00,,961,37716
1944,Apple iPod nano Armband - MB769G/A,Grey,$29.00,Apple,962,210401458
1945,Apple iPod Nano Gray Armband - MB769GA,Apple iPod Nano Gray Armband - MB769GA/ Compatible With 4th Generation iPod Nano/ Has Space For The Nike + iPod Sport Kit Receiver/ Gray Finish,$29.00,,962,37722
1946,Samsung BDP2500 - BD-P2500,,$301.05,Samsung,963,210399743
1947,Samsung Black Blu-ray Disc Player - BDP2500,"Samsung Black Blu-ray Disc Player - BDP2500/ Full HD 1080p/ BD Live 2.0 Ready/ Netflix Instant Streaming Ready/ Ethernet And USB For Firmware Upgrades/ Dolby Digital Plus, Dolby Digital True-HD/ DTS-HD upgradable/ HDMI-CEC (Anynet+)/ USB 2.0/ Black Finish",,,963,37749
1948,Kensington Combosaver Ultra Combination Notebook Lock - K64516US - K64516US,Kensington Combosaver Ultra Combination Notebook Lock - K64516US/   Steel Composite Cable With Carbon Tempered Steel Core/ Built-In Defense System/ T-Bar Lock/ Easy To Install,$39.00,,964,37767
1949,Kensington ComboSaver Ultra Notebook Lock - K64516US,Combosaver Ultra Combination Notebook Lock,,Kensington,964,204588748
1950,Escort Passport 9500ix Radar/Laser Detector,,$439.99,Escort,965,210239335
1951,Escort Passport 9500IX Radar Detector - 9500IX,Escort Passport 9500IX Radar Detector - 9500IX/ Pre-Loaded With Thousands Of Saftey Camera Locations/ 360 Degree Radar & Laser Protection/ Completely Undetectable To All Detector Scanners/ Variable-Speed Radar Performance/ GPS-Powered Truelock Filter/ AutoLearn Feature/ Speed Alert/ Crystal-Clear Voice Alerts/ 80 LED Matrix Blue Display/ 5 Levels Of Brightness Control/ Black Finish,$503.95,,965,37796
1952,Logitech White V470 Cordless Laser Mouse For Apple Notebooks - 910000692,Logitech White V470 Cordless Laser Mouse For Apple Notebooks - 910000692/ Laser Precision/ Side-To-Side Scrolling Plus Zoom/ Bluetooth Wireless Technology/ Protective Pouch/ Battery Life Indicator/ White Finish,$49.00,,966,37803
1953,Logitech V470 Cordless Laser Mouse for Notebooks - 910-000692,Laser,,Logitech,966,207875395
1954,Samsung S3 Black Multimedia Player - YPS3JAB,Samsung S3 Black Multimedia Player - YPS3JAB/ 4 GB Internal Flash Memory/ 1.8' TFT LCD Display/ Touch-Sensitive LED Controls/ Multi-Formats Support/ DNSe 2.0 Sound Engine/ FM Tuner And Recorder With Presets/ Up To 25 Hours Audio Playback/ Up To 4 Hours Video Playback/ Black Finish,,,967,37805
1955,SAMSUNG 4GB PORTABLE MLTIMDIA PLYR BLK - YPS-S3JAB/XAA,,$59.00,Samsung,967,209085175
1956,Logitech Black V450 Nano Cordless Laser Mouse For Notebooks - 910000619,Logitech Black V450 Nano Cordless Laser Mouse For Notebooks - 910000619/ Laser Precision/ Side-To-Side Scrolling Plus Zoom/ Advanced 2.4 GHz Wireless Connection/ Storable Nano Reciever/ 12 Months Battery Life With Indicator Light/ Black Finish,$49.00,,968,37807
1957,Logitech V450 Nano Cordless Laser Mouse For Notebooks - 910-000619,Laser,,Logitech,968,207682397
1958,Logitech V220 Cordless Optical Mouse for Notebooks - 910-000153,,,Logitech,969,204740188
1959,Logitech Black V220 Cordless Optical Mouse For Notebooks - 910000153,Logitech Black V220 Cordless Optical Mouse For Notebooks - 910000153/ Ergonomic Design With Soft Rubber Grips/ Extended Battery Life/ Mini-Receiver Snaps Onto Mouse Turning It Off/ High-Definition Optical Technology/ Side-To-Side Plus Zoom/ Black Finish,$29.00,,969,37808
1960,Sony VAIO LV140J Desktop - VGC-LV140J,"Intel Core 2 Duo E7200 2.53GHz - 4GB DDR2 SDRAM - 320GB - DVD-Writer (DVD-RAM/R/RW) - Gigabit Ethernet, Bluetooth, Wi-Fi - 24' Active Matrix TFT Color LCD - Windows Vista Home Premium x64 - All-in-One","$1,599.99",Sony,970,210462233
1961,Sony VAIO LV Series Silver All-In-One Desktop Computer - VGCLV140J,Sony VAIO LV Series Silver All-In-One Desktop Computer - VGCLV140J/ 2.53GHz Intel Core 2 Duo E7200 Processor/ 4GB Memory/ Built-In 1.3 MP MOTION EYE Camera And Microphone/ 320GB Serial ATA Hard Drive/ 24' XBRITE-Full HD LCD/ Integrated Stereo A2DP Bluetooth Technology/ Two Built-In 5.5 Watt Stereo Speakers/ Microsoft Windows Vista Home Premium 64-Bit/ Silver Finish,,,970,37810
1962,Sony VAIO LV Series Silver All-In-One Desktop Computer - VGCLV150J,Sony VAIO LV Series Silver All-In-One Desktop Computer - VGCLV150J/ 2.53GHz Intel Core 2 Duo E7200 Processor/ 4GB Memory/ Built-In 1.3 MP MOTION EYE Camera And Microphone/ 500GB Serial ATA Hard Drive/ 24' XBRITE-Full HD LCD/ Integrated Stereo A2DP Bluetooth Technology/ Two Built-In 5.5 Watt Stereo Speakers/ Microsoft Windows Vista Home Premium 64-Bit/ Silver Finish,"$1,899.00",,971,37811
1963,Sony VAIO LV All-in-One Desktop - VGCLV150J,"Sony VAIO VGC-LV150J Desktop 24-Inch All-in-One PC - 2.53 GHz Intel Core 2 Duo E7200 Processor, 4 GB RAM, 500 GB Hard Drive, Blu-ray Drive, Windows Vista Home Premium- Silver","$1,954.27",Sony,971,209245960
1964,Sony VAIO RT All-in-One Desktop - VGCRT150Y,"Sony VAIO RT150Y All In One Desktop Computer 2.66Ghz Intel Core 2 Quad 9400 Processor, 8GB RAM, 1TB Hard Drive, BD-RE Drive, NVIDIA GeForce 9600M GT, 25.5' WUXGA HD Display, Windows Vista Ultimate",,Sony,972,209245958
1965,Sony VAIO RT Series Black All-In-One Desktop Computer - VGCRT150Y,Sony VAIO RT Series Black All-In-One Desktop Computer - VGCRT150Y/ 2.66GHz Intel Core 2 Quad Q9400 Processor/ 8GB Memory/ Built-In CompactFlash Media Slot/ 1TB Serial ATA Hard Drive/ 25.5' XBRITE-Full HD LCD/ Integrated Stereo A2DP Bluetooth Technology/ 6MB L2 Cache/ Microsoft Windows Vista Ultimate 64-Bit/ Black Finish,"$3,999.00",,972,37812
1966,Logitech MX Air Rechargeable Cordless Air Mouse - 931633-0403,Laser - USB,,Logitech,973,205505156
1967,Logitech MX Air Rechargeable Cordless Air Mouse - 931633,Logitech MX Air Rechargeable Cordless Air Mouse - 931633/ Laser-Precise Tracking And Instant Response/ Freespace Motion Sensing/ Scroll Panel/ Easy Control Of PC-Based Entertainment/ Gesture Controls/ Li-Ion Battery/ 2.4 GHz Wireless/ Black Finish,$149.00,,973,37825
1968,Canon Black Leather Case - 3528B001,Canon PSC-4000 Black Leather Case - 3528B001/ Genuine Leather Case/ Designed For The PowerShot SX10 IS/ Black Finish,,,974,37856
1969,Canon PSC-4000 Deluxe Leather Case N - 3528B001,,$35.99,Canon,974,210252385
1970,Denon Black Blu-ray Disc DVD-CD Player - DVD1800BD,Denon Black Blu-ray Disc DVD-CD Player - DVD1800BD/ 1080p High Resolution Via HDMI/ Dolby TrueHD/ Dolby Digital Plus/ DTS-HD Master Audio/ Digital Noise Reduction/ Remote Control/ Black Finish,,,975,37859
1971,Denon DVD-1800BD Blu-ray Disc Player,"BD-R, DVD-R, CD-R, Secure Digital (SD) - BD Video, DVD Video, WMA, MP3, DivX 6, JPG Playback - Progressive Scan",$499.00,Denon,975,210399745
1972,Apple MacBook Notebook - MB467LLA,"Intel Core 2 Duo 2.4GHz - 13.3' WXGA - 2GB DDR3 SDRAM - 250GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet, Wi-Fi, Bluetooth - Mac OS X 10.5 Leopard","$1,549.99",Apple,976,210190818
1973,Apple MacBook 2.4GHz Intel Core 2 Duo Silver Notebook Computer - MB467LLA,Apple MacBook 2.4GHz Intel Core 2 Duo Silver Notebook Computer - MB467LLA/ 2.4GHz Intel Core 2 Duo Processor/ 250GB 5400-RPM Serial ATA Hard Drive/ 13' LED-Backlit Glossy Widescreen Display/ Built-In iSight Camera/ Built-In AirPort Extreme Wi-Fi And Bluetooth/ NVIDIA GeForce 9400M Graphics Processor/ Extended Desktop And Video Mirroring/ Multi-Touch Trackpad/ 60W MagSafe Power Adapter/ Mini DisplayPort/ Mac OS X v10.5 Leopard/ Silver Finish,"$1,599.00",,976,37872
1974,Apple MacBook Pro 2.4GHz Intel Core 2 Duo Silver Notebook Computer - MB470LLA,Apple MacBook Pro 2.4GHz Intel Core 2 Duo Silver Notebook Computer - MB470LLA/ 2.4GHz Intel Core 2 Duo Processor/ 250GB 5400-RPM Serial ATA Hard Drive/ 15.4' LED-Backlit Glossy Widescreen Display/ Built-In iSight Camera/ Built-In AirPort Extreme Wi-Fi And Bluetooth/ NVIDIA GeForce 9600M GT Graphics Processor/ Dual Display And Video Mirroring/ Multi-Touch Trackpad/ 85W MagSafe Power Adapter/ Mini DisplayPort/ Mac OS X v10.5 Leopard/ Silver Finish,"$1,999.00",,977,37877
1975,Apple MacBook Pro Notebook - MB470LL/A,"Intel Core 2 Duo 2.4GHz - 15.4' WXGA+ - 2GB DDR3 SDRAM - 250GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet, Wi-Fi, Bluetooth - Mac OS X 10.5 Leopard","$1,849.00",Apple,977,210401451
1976,Apple MacBook Pro 2.53GHz Intel Core 2 Duo Silver Notebook Computer - MB471LLA,Apple MacBook Pro 2.53GHz Intel Core 2 Duo Silver Notebook Computer - MB471LLA/ 2.53GHz Intel Core 2 Duo Processor/ 320GB 5400-RPM Serial ATA Hard Drive/ 15.4' LED-Backlit Glossy Widescreen Display/ Built-In iSight Camera/ Built-In AirPort Extreme Wi-Fi And Bluetooth/ NVIDIA GeForce 9600M GT Graphics Processor/ Dual Display And Video Mirroring/ Multi-Touch Trackpad/ 85W MagSafe Power Adapter/ Mini DisplayPort/ Mac OS X v10.5 Leopard/ Silver Finish,"$2,499.00",,978,37878
1977,Apple MacBook Pro Notebook - MB471LL/A,"Intel Core 2 Duo 2.53GHz - 15.4' WXGA+ - 4GB DDR3 SDRAM - 320GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet, Wi-Fi, Bluetooth - Mac OS X 10.5 Leopard","$2,369.00",Apple,978,210258465
1978,Toshiba 26AV502U - 26' Widescreen 720p LCD HDTV - Piano Black,,,Toshiba,979,208937534
1979,Toshiba 26' Black LCD HDTV - 26AV502U,Toshiba 26' Black LCD HDTV - 26AV502U/ 720p HD Resolutions/ DynaLight Dynamic Backlight Control/ Gaming Mode/ Built-In ATSC/NTSC/QAM Digital Tuning/ Color Temperature Control/ 2 HDMI Inputs/ PC Input/ Black Finish,,,979,37893
1980,Sharp AQUOS Blu Ray Disc Player In Black And Silver - BDHP21U,Sharp AQUOS Blu Ray Disc Player In Black And Silver - BDHP21U/ Especially Designed To Work With AQUOS LCD TVs/ HDMI Output/ Full 1080p HD Resolution/ Dolby TrueHD/ HDMI Up-Scaling/  Backwards Compatible/ AQUOS LINK Function/ Quick Start/ HDMI 1080p 24Hz Output/ Black And Silver Finish,$299.00,,980,37907
1981,Sharp AQUOS BD-HP21U Blu-ray Disc Player,"BD-RE, DVD+RW, DVD-RW, CD-RW - BD Video, DVD Video, JPEG, CD-DA, MPEG-2, VC-1, AC3, LPCM Playback - Progressive Scan",$218.63,Sharp,980,210227260
1982,Panasonic Lumix DMC-FS3 Digital Camera - Silver,"Panasonic DMC-FS3S 8 Megapixel Compact Digital Camera with 33mm Lens, 3x Optical Zoom, Intelligent Auto Mode and 2.5' Diagonal Intelligent LCD - Silver",$137.33,Panasonic,981,207465595
1983,Panasonic Silver 8.1 Megapixel Digital Camera - DMCFS3S,Panasonic Silver 8.1 Megapixel Digital Camera - DMCFS3S/ 8.1-Megapixel/ 33mm Lens/ 3x Optical Zoom/ Intelligent Auto Mode/ 2.5' Diagonal Intelligent LCD/ MEGA Optical Image Stabilization/ Intelligent ISO Control/ Face Detection/ Hi-Speed Burst Mode/ Silver Finish,,,981,37915
1984,Samsung 52' Series 8 LCD Black Flat Panel HDTV - LN52A850,"Samsung 52' Series 8 LCD Black Flat Panel HDTV - LN52A850/ Full 1080p (1920x1080) Resolution/ Touch Of Color/ Auto Motion Plus 120Hz/ 50,000:1 Dynamic Contrast Ratio/ 4ms Response Time/ SRS Trusurround XT/ Built-In Digital Tuner (ATSC/Clear QAM)/ Black With Red Accent Finish",,,982,37934
1985,"Samsung LN52A850 - 52' 1080P LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 120Hz - 4ms Response Time - Super Slim 1.9' Thick!",,"$2,399.98",Samsung,982,208710844
1986,Canon PowerShot SD880 IS Digital Camera - Silver - 3197B001,"Canon PowerShot SD880 IS 10 Megapixel Digital Camera w/ UA Lens, 4x Optical Zoom, 28mm Wide Lens, Optical Image Stabilizer, & PureColor II 3' LCD - Silver",$246.88,Canon,983,209310243
1987,Canon Silver PowerShot Digital Camera - SD880IS,Canon Silver PowerShot Digital Camera - SD880IS/ 10 Megapixel/ 4x Optical Zoom/ Optical Image Stabilizer/ 3.0' PureColor LCD II/ DIGIC 4 Image Processor/ Face Detection Self-Timer/ Red-Eye Correction/ 19 Shooting Modes/ Print/Share Button/ Silver Finish,,,983,37964
1988,Sony 8' Black LCD Digital Photo Frame - DPFD80,Sony 8' Black LCD Digital Photo Frame - DPFD80/ 4:3 Widescreen LCD Display/ VGA 800 x 600 Resolution/ 256 MB Internal Memory/ Portrait-Landscape Auto Orientation Sensor/ On-Off Backlit SONY Logo/ Clock And Calendar Mode/ USB And Memory Card Slots/ Remote Control/ Black Finish,$179.99,,984,38001
1989,Sony DPFD80 Digital Photo Frame,Photo Viewer - 8' LCD,,Sony,984,209871973
1990,Sony 10' Black LCD Digital Photo Frame - DPFD100,Sony 10' Black LCD Digital Photo Frame - DPFD100/ 4:3 Widescreen LCD Display/ VGA 800 x 600 Resolution/ 256 MB Internal Memory/ Portrait-Landscape Auto Orientation Sensor/ On-Off Backlit SONY Logo/ Clock And Calendar Mode/ USB And Memory Card Slots/ Black Finish,$279.99,,985,38003
1991,Sony DPFD100 Digital Photo Frame,Photo Viewer - 10' LCD,$249.12,Sony,985,210404123
1992,Sharp LC-52D85U - 52' Widescreen 1080p LCD HDTV - 120Hz - 4ms Response Time,,"$1,648.72",Sharp,986,210227271
1993,Sharp AQUOS 52' D85U Series Black LCD Flat Panel HDTV - LC52D85U,"Sharp AQUOS 52' D85U Series Black LCD Flat Panel HDTV - LC52D85U/ Full HD 1080p (1920 x 1080) Resolution/ 10-Bit Advanced Super View/ 120Hz Fine Motion Enhanced/ Built-In ATSC/QAM/NTSC Tuners/ 60,000 Hours Lamp Life/ 10,000:1 Dynamic Contrast Ratio/ 4ms Response Time/ 3-Wavelength Back-Light System/ Black Finish",,,986,38008
1994,Toshiba 22' Black LCD HDTV - 22AV500U,Toshiba 22' Black LCD HDTV - 22AV500U/ 720p HD Display/ DynaLight Dynamic Backlight Control/ NTSC/ATSC/QAM Built-In Tuners/ 10-Bit Video Processor/ 60Hz Video Scan Rate/ 3:2 Pull-Down Cinema Mode 24fps/ Color Temperature Control/ Black Finish,,,987,38096
1995,Toshiba 22AV500U 22' LCD TV,Toshiba 22AV500U - 22' 720p LCD HDTV w/ Built-in NTSC/ATSC Tuner - Piano Black,$338.99,Toshiba,987,207391434
1996,Toshiba 40RV525U - 40' Widescreen 1080p LCD HDTV w/ Cinespeed - Piano Black,,$710.42,Toshiba,988,209026630
1997,Toshiba 40' Black Flat Panel LCD HDTV - 40RV525U,Toshiba 40' Black Flat Panel LCD HDTV - 40RV525U/ 1080p Full HD (1920 x 1080) CineSpeed Display/ DynaLight Dynamic Backlight Control/ NTSC/ATSC/QAM Built-In Tuners/ 10-Bit Video Processor/ 60Hz Video Scan Rate/ 3:2 Pull-Down Cinema Mode 24fps/ Color Temperature Control/ Black Finish,,,988,38098
1998,Canon Black EF 70-300mm F/4-5.6 IS USM Telephoto Zoom Lens - 0345B002,Canon Black EF 70-300mm F/4-5.6 IS USM Telephoto Zoom Lens - 0345B002/ 15 Elements In 10 Groups Lens Construction/ 4.9 Feet Closest Focusing Distance/ 6-Group Helical Zoom/ 58MM Filter Size/ Black Finish,,,989,38106
1999,Canon EF 70-300mm f/4-5.6 IS USM Telephoto Zoom Lens - 0345B002,f/4 to 5.6,$549.00,Canon,989,202026554
2000,"Olympus SP-565 UZ 10 Megapixel Digital Camera w/ 20x Wide-Angle Optical Zoom, Sensor-Shift Image Stabilization, Face Detection, & 13.5 fps Hight-Speed Sequential Shooting - 226480",,,Olympus,990,208893661
2001,Olympus Black 10 Megapixels Digital Camera - SP565UZ,Olympus Black 10 Megapixels Digital Camera - SP565UZ/ Dual Image Stabilization/ 10 Megapixels/ 20X Wide-Angle Zoom Lens/ Pre-Capture/ Face Detection/ 33 Shooting Modes/ 48MB Internal Memory/ Black Finish,,,990,38108
2002,Coby Black 15' Widescreen Flat Panel LCD HDTV - TFTV1514,Coby Black 15' Widescreen Flat Panel LCD HDTV - TFTV1514/ 15.4' TFT LCD Color Display/ Dual ATSC/NTSC Tuners/ AV Input Jacks/ 15-Pin VGA Interface/ Full-Range Stereo Speakers/ V-Chip Parental Control/ Closed-Caption/ Electronic Program Guide/ Multi-Language On-Screen Display/ Black Finish,,,991,38127
