id,title,authors,venue,year,group_id,original_id
3600,The Design and Implementation of a Sequence Database System,"Praveen Seshadri, Miron Livny, Raghu Ramakrishnan",Very Large Data Bases,1996,1800.0,673634
3601,Sampling Large Databases for Association Rules,Hannu Toivonen,Very Large Data Bases,1996,1801.0,673325
3602,Sampling Large Databases for Association Rules,Hannu Toivonen,VLDB,1996,1801.0,conf/vldb/Toivonen96
3603,Reordering Query Execution in Tertiary Memory Databases,"Michael Stonebraker, Sunita Sarawagi",VLDB,1996,1802.0,conf/vldb/SarawagiS96
3604,Reordering Query Execution in Tertiary Memory Databases,"Sunita Sarawagi, Michael Stonebraker",Very Large Data Bases,1996,1802.0,673632
3605,Query Processing Techniques for Multiversion Access Methods,"Jochen Van den Bercken, Bernhard Seeger",Very Large Data Bases,1996,1803.0,673480
3606,Query Processing Techniques for Multiversion Access Methods,"Jochen Van den Bercken, Bernhard Seeger",VLDB,1996,1803.0,conf/vldb/BerckenS96
3607,PESTO: An Integrated Query/Browser for Object Databases,"Michael J. Carey, Laura M. Haas, Vivekananda Maganty, John H. Williams",Very Large Data Bases,1996,1804.0,673633
3608,PESTO : An Integrated Query/Browser for Object Databases,"Laura M. Haas, Michael J. Carey, Vivekananda Maganty, John H. Williams",VLDB,1996,1804.0,conf/vldb/CareyHMW96
3609,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,Dan Suciu,VLDB,1996,1805.0,conf/vldb/Suciu96
3610,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,Dan Suciu,Very Large Data Bases,1996,1805.0,673629
3611,SchemaSQL - A Language for Interoperability in Relational Multi-Database Systems,"Laks V. S. Lakshmanan, Fereidoon Sadri, Iyer N. Subramanian",Very Large Data Bases,1996,1806.0,673490
3612,SchemaSQL - A Language for Interoperability in Relational Multi-Database Systems,"Fereidoon Sadri, Laks V. S. Lakshmanan, Iyer N. Subramanian",VLDB,1996,1806.0,conf/vldb/LakshmananSS96
3613,Querying Heterogeneous Information Sources Using Source Descriptions,"Alon Y. Levy, Anand Rajaraman, Joann J. Ordille",Very Large Data Bases,1996,1807.0,673469
3614,Querying Heterogeneous Information Sources Using Source Descriptions,"Anand Rajaraman, Alon Y. Levy, Joann J. Ordille",VLDB,1996,1807.0,conf/vldb/LevyRO96
3615,Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,"Devashish Worah, Souvik Das, Ivan Shevchenko, Amit P. Sheth, John A. Miller, Chenye Lin, Devanand Palaniswami, Krys Kochut, John Lynch",VLDB,1996,1808.0,conf/vldb/ShethKMWDLPLS96
3616,Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,"Amit P. Sheth, Krys Kochut, John A. Miller, Devashish Worah, Souvik Das, Chenye Lin, Devanand Palaniswami, John Lynch, Ivan Shevchenko",Very Large Data Bases,1996,1808.0,673468
3617,ZOO: A Desktop Experiment Management Environment,"Yannis E. Ioannidis, Miron Livny, S. Gupta, Nagavamsi Ponnekanti",Very Large Data Bases,1996,1809.0,673496
3618,ZOO : A Desktop Experiment Management Environment,"Miron Livny, Yannis E. Ioannidis, Nagavamsi Ponnekanti, Shivani Gupta",VLDB,1996,1809.0,conf/vldb/IoannidisLGP96
3619,Querying Multiple Features of Groups in Relational Databases,"Damianos Chatziantoniou, Kenneth A. Ross",VLDB,1996,1810.0,conf/vldb/ChatziantoniouR96
3620,Querying Multiple Features of Groups in Relational Databases,"Damianos Chatziantoniou, Kenneth A. Ross",Very Large Data Bases,1996,1810.0,673628
3621,Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Abraham Silberschatz, Christos Faloutsos, Yossi Matias",VLDB,1996,1811.0,conf/vldb/FaloutsosMS96
3622,Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1996,1811.0,673328
3623,Semantic Data Caching and Replacement,"Björn Þór Jónsson, Shaul Dar, Divesh Srivastava, Michael Tan, Michael J. Franklin",VLDB,1996,1812.0,conf/vldb/DarFJST96
3624,Semantic Data Caching and Replacement,"Shaul Dar, Michael J. Franklin, Bj&#246;rn &#222;&#243;r J&#243;nsson, Divesh Srivastava, Michael Tan",Very Large Data Bases,1996,1812.0,673462
3625,Implementation and Analysis of a Parallel Collection Query Language,Dan Suciu,VLDB,1996,1813.0,conf/vldb/Suciu96a
3626,Implementation and Analysis of a Parallel Collection Query Language,Dan Suciu,Very Large Data Bases,1996,1813.0,673488
3627,Obtaining Complete Answers from Incomplete Databases,Alon Y. Levy,VLDB,1996,1814.0,conf/vldb/Levy96
3628,Obtaining Complete Answers from Incomplete Databases,Alon Y. Levy,Very Large Data Bases,1996,1814.0,673332
3629,Object Fusion in Mediator Systems,"Yannis Papakonstantinou, Serge Abiteboul, Hector Garcia-Molina",Very Large Data Bases,1996,1815.0,673481
3630,Object Fusion in Mediator Systems,"Yannis Papakonstantinou, Hector Garcia-Molina, Serge Abiteboul",VLDB,1996,1815.0,conf/vldb/PapakonstantinouAG96
3631,The Role of Integrity Constraints in Database Interoperation,"Mark W. W. Vermeer, Peter M. G. Apers",Very Large Data Bases,1996,1816.0,673635
3632,The Role of Integrity Constraints in Database Interoperation,"Peter M. G. Apers, Mark W. W. Vermeer",VLDB,1996,1816.0,conf/vldb/VermeerA96
3633,Intra-Transaction Parallelism in the Mapping of an Object Model to a Relational Multi-Processor System,"Michael Rys, Moira C. Norrie, Hans-J&#246;rg Schek",Very Large Data Bases,1996,1817.0,673501
3634,Intra-Transaction Parallelism in the Mapping of an Object Model to a Relational Multi-Processor System,"Moira C. Norrie, Hans-Jörg Schek, Michael Rys",VLDB,1996,1817.0,conf/vldb/RysNS96
3635,Supporting Periodic Authorizations and Temporal Reasoning in Database Access Control,"Elena Ferrari, Pierangela Samarati, Claudio Bettini, Elisa Bertino",VLDB,1996,1818.0,conf/vldb/BertinoBFS96
3636,Supporting Periodic Authorizations and Temporal Reasoning in Database Access Control,"Elisa Bertino, Claudio Bettini, Elena Ferrari, Pierangela Samarati",Very Large Data Bases,1996,1818.0,673475
3637,Querying a Multilevel Database: A Logical Analysis,Fr&#233;d&#233;ric Cuppens,Very Large Data Bases,1996,1819.0,673637
3638,Querying a Multilevel Database: A Logical Analysis,Frédéric Cuppens,VLDB,1996,1819.0,conf/vldb/Cuppens96
3639,On the Computation of Multidimensional Aggregates,"Sameet Agarwal, Rakesh Agrawal, Prasad Deshpande, Ashish Gupta, Jeffrey F. Naughton, Raghu Ramakrishnan, Sunita Sarawagi",Very Large Data Bases,1996,1820.0,673497
3640,On the Computation of Multidimensional Aggregates,"Sunita Sarawagi, Ashish Gupta, Rakesh Agrawal, Prasad Deshpande, Jeffrey F. Naughton, Sameet Agarwal, Raghu Ramakrishnan",VLDB,1996,1820.0,conf/vldb/AgarwalADGNRS96
3641,Storage Estimation for Multidimensional Aggregates in the Presence of Hierarchies,"Amit Shukla, Prasad Deshpande, Jeffrey F. Naughton, Karthikeyan Ramasamy",Very Large Data Bases,1996,1821.0,673494
3642,Storage Estimation for Multidimensional Aggregates in the Presence of Hierarchies,"Jeffrey F. Naughton, Amit Shukla, Karthikeyan Ramasamy, Prasad Deshpande",VLDB,1996,1821.0,conf/vldb/ShuklaDNR96
3643,Information Retrieval from an Incomplete Data Cube,Curtis E. Dyreson,Very Large Data Bases,1996,1822.0,673326
3644,Information Retrieval from an Incomplete Data Cube,Curtis E. Dyreson,VLDB,1996,1822.0,conf/vldb/Dyreson96
3645,SPRINT: A Scalable Parallel Classifier for Data Mining,"John C. Shafer, Rakesh Agrawal, Manish Mehta",Very Large Data Bases,1996,1823.0,673491
3646,SPRINT: A Scalable Parallel Classifier for Data Mining,"John C. Shafer, Rakesh Agrawal, Manish Mehta",VLDB,1996,1823.0,conf/vldb/ShaferAM96
3647,Modeling Design Versions,"D. Janaki Ram, R. Ramakrishnan",VLDB,1996,1824.0,conf/vldb/RamakrishnanR96
3648,Modeling Design Versions,"R. Ramakrishnan, D. Janaki Ram",Very Large Data Bases,1996,1824.0,673333
3649,Integrating Triggers and Declarative Constraints in SQL Database Sytems,"Roberta Cochrane, Hamid Pirahesh, Nelson Mendonça Mattos",VLDB,1996,1825.0,conf/vldb/CochranePM96
3650,Integrating Triggers and Declarative Constraints in SQL Database Sytems,"Roberta Cochrane, Hamid Pirahesh, Nelson Mendon&#231;a Mattos",Very Large Data Bases,1996,1825.0,673498
3651,Practical Issues with Commercial Use of Federated Databases,Jim Kleewein,Very Large Data Bases,1996,1826.0,673472
3652,Practical Issues with Commercial Use of Federated Databases,Jim Kleewein,VLDB,1996,1826.0,conf/vldb/Kleewein96
3653,Supporting Procedural Constructs in SQL Compilers,Nelson Mendonça Mattos,VLDB,1996,1827.0,conf/vldb/Mattos96
3654,Supporting Procedural Constructs in SQL Compilers,Nelson Mendon&#231;a Mattos,Very Large Data Bases,1996,1827.0,673467
3655,Scalablity and Availability in Oracle7 7.3,Dieter Gawlick,Very Large Data Bases,1996,1828.0,673334
3656,Scalablity and Availability in Oracle7 7.3,Dieter Gawlick,VLDB,1996,1828.0,conf/vldb/Gawlick96
3657,Large Databases for Remote Sensing and GIS,A. R. Dasgupta,Very Large Data Bases,1996,1829.0,756664
3658,Large Databases for Remote Sensing and GIS,A. R. Dasgupta,VLDB,1996,1829.0,conf/vldb/Dasgupta96
3659,The XPS Approach to Loading and Unloading Terabyte Databases,Sanket Atal,VLDB,1996,1830.0,conf/vldb/Atal96
3660,The XPS Approach to Loading and Unloading Terabyte Databases,Sanket Atal,Very Large Data Bases,1996,1830.0,673322
3661,How System 11 SQL Server Became Fast,T. K. Rengarajan,Very Large Data Bases,1996,1831.0,673499
3662,How System 11 SQL Server Became Fast,T. K. Rengarajan,VLDB,1996,1831.0,conf/vldb/Rengarajan96
3663,Using Referential Integrity To Easily Define Consistent Subset Replicas,Brad Hammond,Very Large Data Bases,1996,1832.0,673473
3664,Using Referential Integrity To Easily Define Consistent Subset Replicas,Brad Hammond,VLDB,1996,1832.0,conf/vldb/Hammond96
3665,The Query Optimizer in Tandem's new ServerWare SQL Product,Pedro Celis,VLDB,1996,1833.0,conf/vldb/Celis96
3666,The Query Optimizer in Tandem's new ServerWare SQL Product,Pedro Celis,Very Large Data Bases,1996,1833.0,673471
3667,"TPC-D: The Challenges, Issues and Results",Ramesh Bhashyam,VLDB,1996,1834.0,conf/vldb/Bhashyam96
3668,"TPC-D: The Challenges, Issues and Results",Ramesh Bhashyam,Very Large Data Bases,1996,1834.0,673470
3669,Tribeca: A Stream Database Manager for Network Traffic Analysis,Mark Sullivan,VLDB,1996,1835.0,conf/vldb/Sullivan96
3670,Tribeca: A Stream Database Manager for Network Traffic Analysis,Mark Sullivan,Very Large Data Bases,1996,1835.0,673489
3671,MineSet(tm): A System for High-End Data Mining and Visualization,?,VLDB,1996,1836.0,conf/vldb/MiningGroup96
3672,MineSet(tm): A System for High-End Data Mining and Visualization,,Very Large Data Bases,1996,1836.0,673478
3673,The Structured Information Manager: A Database System for SGML Documents,Ron Sacks-Davis,Very Large Data Bases,1996,1837.0,673486
3674,The Structured Information Manager: A Database System for SGML Documents,Ron Sacks-Davis,VLDB,1996,1837.0,conf/vldb/Sacks-Davis96
3675,Loading the Data Warehouse Across Various Parallel Architectures,Vijay V. Raghavan,Very Large Data Bases,1996,1838.0,673463
3676,Loading the Data Warehouse Across Various Parallel Architectures,Vijay V. Raghavan,VLDB,1996,1838.0,conf/vldb/Raghavan96
3677,Performance of Future Database Systems: Bottlenecks and Bonananzas,Chaitanya K. Baru,VLDB,1996,1839.0,conf/vldb/Baru96
3678,Performance of Future Database Systems: Bottlenecks and Bonananzas,Chaitanya K. Baru,Very Large Data Bases,1996,1839.0,758366
3679,What is the Data Warehousing Problem? (Are Materialized Views the Answer?),"Inderpal Singh Mumick, Ashish Gupta",VLDB,1996,1840.0,conf/vldb/GuptaM96
3680,What is the Data Warehousing Problem? (Are Materialized Views the Answer?),"Ashish Gupta, Inderpal Singh Mumick",Very Large Data Bases,1996,1840.0,673482
3681,Document Management as a Database Problem,Rudolf Bayer,VLDB,1995,1841.0,conf/vldb/Bayer95
3682,Document Management as a Database Problem,Rudolf Bayer,Very Large Data Bases,1995,1841.0,673133
3683,From VLDB to VMLDB (Very MANY Large Data Bases): Dealing with Large-Scale Semantic Heterogenity,Stuart E. Madnick,Very Large Data Bases,1995,1842.0,673306
3684,From VLDB to VMLDB (Very MANY Large Data Bases): Dealing with Large-Scale Semantic Heterogenity,Stuart E. Madnick,VLDB,1995,1842.0,conf/vldb/Madnick95
3685,A Performance Evaluation of OID Mapping Techniques,"Andr&#233; Eickler, Carsten Andreas Gerlhof, Donald Kossmann",Very Large Data Bases,1995,1843.0,673165
3686,A Performance Evaluation of OID Mapping Techniques,"André Eickler, Carsten Andreas Gerlhof, Donald Kossmann",VLDB,1995,1843.0,conf/vldb/EicklerGK95
3687,Efficient Incremental Garbage Collection for Client-Server Object Database Systems,"Laurent Amsaleg, Michael J. Franklin, Olivier Gruber",Very Large Data Bases,1995,1844.0,673302
3688,Efficient Incremental Garbage Collection for Client-Server Object Database Systems,"Laurent Amsaleg, Olivier Gruber, Michael J. Franklin",VLDB,1995,1844.0,conf/vldb/AmsalegFG95
3689,Duplicate Removal in Information System Dissemination,"Tak W. Yan, Hector Garcia-Molina",VLDB,1995,1845.0,conf/vldb/YanG95
3690,Duplicate Removal in Information System Dissemination,"Tak W. Yan, Hector Garcia-Molina",Very Large Data Bases,1995,1845.0,673153
3691,Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies,"Luis Gravano, Hector Garcia-Molina",Very Large Data Bases,1995,1846.0,673294
3692,Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies,"Luis Gravano, Hector Garcia-Molina",VLDB,1995,1846.0,conf/vldb/GravanoG95
3693,Declustering Databases on Heterogeneous Disk Systems,"Ling Tony Chen, Doron Rotem, Sidhar Seshadri",Very Large Data Bases,1995,1847.0,673007
3694,Declustering Databases on Heterogeneous Disk Systems,"Doron Rotem, Sridhar Seshadri, Ling Tony Chen",VLDB,1995,1847.0,conf/vldb/ChenRS95
3695,High-Concurrency Locking in R-Trees,"Douglas Banks, Marcel Kornacker",VLDB,1995,1848.0,conf/vldb/KornackerB95
3696,High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995,1848.0,673305
3697,A Data Transformation System for Biological Data Sources,"Peter Buneman, Susan B. Davidson, Kyle Hart, G. Christian Overton, Limsoon Wong",Very Large Data Bases,1995,1849.0,673160
3698,A Data Transformation System for Biological Data Sources,"Susan B. Davidson, Limsoon Wong, Kyle Hart, Peter Buneman, G. Christian Overton",VLDB,1995,1849.0,conf/vldb/BunemanDHOW95
3699,A Practical and Modular Implementation of Extended Transaction Models,"Roger S. Barga, Calton Pu",VLDB,1995,1850.0,conf/vldb/BargaP95
3700,A Practical and Modular Implementation of Extended Transaction Models,"Roger S. Barga, Calton Pu",Very Large Data Bases,1995,1850.0,673298
3701,Bypassing Joins in Disjunctive Queries,"Alfons Kemper, Guido Moerkotte, Klaus Peithner, Michael Steinbrunn",VLDB,1995,1851.0,conf/vldb/SteinbrunnPMK95
3702,Bypassing Joins in Disjunctive Queries,"Michael Steinbrunn, Klaus Peithner, Guido Moerkotte, Alfons Kemper",Very Large Data Bases,1995,1851.0,673167
3703,Coloring Away Communication in Parallel Query Optimization,"Waqar Hasan, Rajeev Motwani",Very Large Data Bases,1995,1852.0,673143
3704,Coloring Away Communication in Parallel Query Optimization,"Rajeev Motwani, Waqar Hasan",VLDB,1995,1852.0,conf/vldb/HasanM95
3705,Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,"Christos Faloutsos, Alberto Belussi",VLDB,1995,1853.0,conf/vldb/BelussiF95
3706,Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,"Alberto Belussi, Christos Faloutsos",Very Large Data Bases,1995,1853.0,673166
3707,A Cost Model for Clustered Object-Oriented Databases,"Georges Gardarin, Jean-Robert Gruser, Zhao-Hui Tang",Very Large Data Bases,1995,1854.0,673169
3708,A Cost Model for Clustered Object-Oriented Databases,"Zhao-Hui Tang, Jean-Robert Gruser, Georges Gardarin",VLDB,1995,1854.0,conf/vldb/GardarinGT95
3709,Eager Aggregation and Lazy Aggregation,"Weipeng P. Yan, Per-Åke Larson",VLDB,1995,1855.0,conf/vldb/YanL95
3710,Eager Aggregation and Lazy Aggregation,"Weipeng P. Yan, Per-&#197;ke Larson",Very Large Data Bases,1995,1855.0,673154
3711,Aggregate-Query Processing in Data Warehousing Environments,"Ashish Gupta, Venky Harinarayan, Dallan Quass",Very Large Data Bases,1995,1856.0,673150
3712,Aggregate-Query Processing in Data Warehousing Environments,"Venky Harinarayan, Dallan Quass, Ashish Gupta",VLDB,1995,1856.0,conf/vldb/GuptaHQ95
3713,A Non-Uniform Data Fragmentation Strategy for Parallel Main-Menory Database Systems,"N. Bassiliades, Ioannis P. Vlahavas",Very Large Data Bases,1995,1857.0,673137
3714,A Non-Uniform Data Fragmentation Strategy for Parallel Main-Menory Database Systems,"Nick Bassiliades, Ioannis P. Vlahavas",VLDB,1995,1857.0,conf/vldb/BassiliadesV95
3715,Dynamic Multi-Resource Load Balancing in Parallel Database Systems,"Robert Marek, Erhard Rahm",VLDB,1995,1858.0,conf/vldb/RahmM95
3716,Dynamic Multi-Resource Load Balancing in Parallel Database Systems,"Erhard Rahm, Robert Marek",Very Large Data Bases,1995,1858.0,673163
3717,Discovery of Multiple-Level Association Rules from Large Databases,"Jiawei Han, Yongjian Fu",VLDB,1995,1859.0,conf/vldb/HanF95
3718,Discovery of Multiple-Level Association Rules from Large Databases,"Jiawei Han, Yongjian Fu",Very Large Data Bases,1995,1859.0,673134
3719,An Efficient Algorithm for Mining Association Rules in Large Databases,"Edward Omiecinski, Shamkant B. Navathe, Ashok Savasere",VLDB,1995,1860.0,conf/vldb/SavasereON95
3720,An Efficient Algorithm for Mining Association Rules in Large Databases,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",Very Large Data Bases,1995,1860.0,673300
3721,"Fast Similarity Search in the Presence of Noise, Scaling, and Translation in Time-Series Databases","King-Ip Lin, Harpreet S. Sawhney, Rakesh Agrawal, Kyuseok Shim",VLDB,1995,1861.0,conf/vldb/AgrawalLSS95
3722,"Fast Similarity Search in the Presence of Noise, Scaling, and Translation in Time-Series Databases","Rakesh Agrawal, King-Ip Lin, Harpreet S. Sawhney, Kyuseok Shim",Very Large Data Bases,1995,1861.0,673155
3723,A Scalable Architecture for Autonomous Heterogeneous Database Interactions,"Steven Milliner, Athman Bouguettaya, Mike P. Papazoglou",Very Large Data Bases,1995,1862.0,673144
